userid|query|service_class|query_cpu_time|query_blocks_read|query_execution_time|query_cpu_usage_percent|query_temp_blocks_to_disk|segment_execution_time|cpu_skew|io_skew|scan_row_count|join_row_count|nested_loop_join_row_count|return_row_count|spectrum_scan_row_count|spectrum_scan_size_mb|query_queue_time|service_class_name|xid|elapsed|starttime|endtime|aborted|source_query|concurrency_scaling_status_txt|from_sp_call|substring
100|825167|6|1509|223830|127|77.98|89998|105|5.33|1.23|18000048306|176469||||||Default queue                                                   |5433542|126632774|2024-12-19 05:21:26.266309|2024-12-19 05:23:32.899083|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|828465|6|1923|346113|127|63.56||52|5.33|1.15|17757510080|970076586||||||Default queue                                                   |5491725|126540382|2024-12-19 08:41:06.108985|2024-12-19 08:43:12.649367|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|613830|6|2217|342978|127|46.47|41169|92|5.71|1.33|18000048306|978378675||||||Default queue                                                   |5084736|126506330|2024-12-18 08:58:07.167387|2024-12-18 09:00:13.673717|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|825637|6|1922|346593|127|63.45||52|5.66|1.14|17826750976|968876712||||||Default queue                                                   |5441421|126479148|2024-12-19 05:48:35.902369|2024-12-19 05:50:42.381517|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|828905|6|1497|222187|127|78.23|88654|105|16.00|1.18|18000048306|123650||||||Default queue                                                   |5499832|126400397|2024-12-19 09:08:36.529229|2024-12-19 09:10:42.929626|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|614877|6|1938|346122|127|63.89||52|5.77|1.22|17757738944|968758711||||||Default queue                                                   |5103455|126316225|2024-12-18 10:02:17.742512|2024-12-18 10:04:24.058737|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|616215|6|1527|221717|127|78.30|91174|105|5.33|1.28|18000048306|121768||||||Default queue                                                   |5127998|126263299|2024-12-18 11:26:55.613116|2024-12-18 11:29:01.876415|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|832030|6|1918|346482|127|63.50||52|5.69|1.41|17757481472|967653267||||||Default queue                                                   |5554339|126199948|2024-12-19 12:15:31.728839|2024-12-19 12:17:37.928787|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|616121|6|1930|345957|127|63.84||52|6.30|1.70|17774484160|966449604||||||Default queue                                                   |5126219|126168645|2024-12-18 11:20:36.426712|2024-12-18 11:22:42.595357|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|826291|6|1928|347643|127|63.82||52|5.17|1.21|17799849920|969573647||||||Default queue                                                   |5452221|126100619|2024-12-19 06:25:05.818559|2024-12-19 06:27:11.919178|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|829451|6|1491|221183|127|79.03|84381|104|1.67|1.61|18000048306|173564||||||Default queue                                                   |5509552|126058600|2024-12-19 09:42:00.622059|2024-12-19 09:44:06.680659|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|827007|6|1491|222188|126|77.67|93403|104|16.00|1.20|18000048306|121993||||||Default queue                                                   |5465613|125906405|2024-12-19 07:11:33.43267|2024-12-19 07:13:39.339075|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|615875|6|1527|218210|126|78.70|90665|104|16.00|1.26|18000048306|171450||||||Default queue                                                   |5121589|125823423|2024-12-18 11:04:49.868337|2024-12-18 11:06:55.69176|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|831881|6|1925|348316|126|63.72||52|7.29|1.33|17859678784|970641517||||||Default queue                                                   |5552256|125710972|2024-12-19 12:08:22.845754|2024-12-19 12:10:28.556726|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|829189|6|1519|222964|126|79.67|81198|102|8.00|1.46|18000048306|1270981||||||Default queue                                                   |5505172|125616114|2024-12-19 09:27:03.477125|2024-12-19 09:29:09.093239|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|616751|6|1533|223218|126|78.89|89679|104|16.00|1.20|18000048306|145978||||||Default queue                                                   |5137309|125417718|2024-12-18 11:59:15.835005|2024-12-18 12:01:21.252723|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|827206|6|1504|222748|126|79.82|78200|103|16.00|1.21|18000048306|210549||||||Default queue                                                   |5469297|125321400|2024-12-19 07:23:49.171734|2024-12-19 07:25:54.493134|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|824236|6|1496|223362|126|78.46|85977|104|16.00|1.15|18000048306|124006||||||Default queue                                                   |5415493|125045201|2024-12-19 04:18:39.763859|2024-12-19 04:20:44.80906|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|832674|6|1499|220133|125|77.98|88789|104|16.00|1.69|18000048306|119613||||||Default queue                                                   |5565865|124970348|2024-12-19 12:55:13.984578|2024-12-19 12:57:18.954926|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|824121|6|1907|346671|125|63.73||51|8.73|1.67|17793060288|967107901||||||Default queue                                                   |5413592|124870504|2024-12-19 04:12:19.557178|2024-12-19 04:14:24.427682|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|831230|6|1917|347305|125|63.91||52|6.76|1.57|17859125696|970637563||||||Default queue                                                   |5541701|124561370|2024-12-19 11:32:28.156744|2024-12-19 11:34:32.718114|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|826397|6|1914|346690|125|63.90||52|6.40|1.30|17764538112|968071419||||||Default queue                                                   |5454209|124560360|2024-12-19 06:32:05.336885|2024-12-19 06:34:09.897245|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|832556|6|1921|346978|125|64.08||51|6.01|1.56|17782894912|968480515||||||Default queue                                                   |5563915|124557436|2024-12-19 12:48:55.013571|2024-12-19 12:50:59.571007|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|826908|6|1909|347024|125|63.94||51|7.22|1.39|17821153344|972181298||||||Default queue                                                   |5463770|124498460|2024-12-19 07:05:17.114756|2024-12-19 07:07:21.613216|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
